"","Species","PlotID","Date","Year","Replicate","Birds","counter"
"2108","BLKI","10H",2010-06-28,2010,"5",124,5
"2109","BLKI","10H",2010-06-29,2010,"6",125,6
"2110","BLKI","10H",2010-07-03,2010,"7",133,7
"2111","BLKI","10H",2010-07-05,2010,"8",110,8
"2112","BLKI","10H",2010-07-06,2010,"9",119,9
"2113","BLKI","10H",2010-07-07,2010,"10",129,10
"2114","BLKI","10H",2011-06-16,2011,"1",114,1
"2115","BLKI","10H",2011-06-17,2011,"2",112,2
"2116","BLKI","10H",2011-06-20,2011,"3",149,3
"2117","BLKI","10H",2011-06-21,2011,"4",152,4
"2118","BLKI","10H",2011-06-22,2011,"5",161,5
"2119","BLKI","10H",2011-06-23,2011,"6",152,6
"2120","BLKI","10H",2011-06-27,2011,"7",116,7
"2121","BLKI","10H",2011-06-28,2011,"8",106,8
"2122","BLKI","10H",2011-06-30,2011,"9",123,9
"2123","BLKI","10H",2011-07-01,2011,"10",126,10
"2124","BLKI","10H",2011-07-05,2011,"11",114,11
"2125","BLKI","10H",2012-06-20,2012,"1",113,1
"2126","BLKI","10H",2012-06-21,2012,"2",147,2
"2127","BLKI","10H",2012-06-22,2012,"3",140,3
"2128","BLKI","10H",2012-06-24,2012,"4",131,4
"2129","BLKI","10H",2012-06-25,2012,"5",150,5
"2130","BLKI","10H",2012-06-26,2012,"6",147,6
"2131","BLKI","10H",2012-06-28,2012,"7",155,7
"2132","BLKI","10H",2012-06-28,2012,"8",155,8
"2133","BLKI","10H",2012-07-01,2012,"9",141,9
"2134","BLKI","10H",2013-06-17,2013,"1",112,1
"2135","BLKI","10H",2013-06-19,2013,"2",115,2
"2136","BLKI","10H",2013-06-21,2013,"3",117,3
"2137","BLKI","10H",2013-06-24,2013,"4",117,4
"2138","BLKI","10H",2013-06-27,2013,"5",116,5
"2139","BLKI","10H",2013-06-29,2013,"6",114,6
"2140","BLKI","10H",2013-07-01,2013,"7",116,7
"2141","BLKI","10H",2013-07-03,2013,"8",116,8
"2142","BLKI","10H",2013-07-05,2013,"9",127,9
"2143","BLKI","10H",2013-07-07,2013,"10",121,10
"2144","BLKI","10H",2014-06-23,2014,"1",169,1
"2145","BLKI","10H",2014-06-24,2014,"2",148,2
"2146","BLKI","10H",2014-06-26,2014,"3",147,3
"2147","BLKI","10H",2014-06-28,2014,"4",163,4
"2148","BLKI","10H",2014-06-30,2014,"5",133,5
"2149","BLKI","10H",2014-07-02,2014,"6",167,6
"2150","BLKI","10H",2014-07-04,2014,"7",195,7
"2151","BLKI","10H",2014-07-05,2014,"8",121,8
"2152","BLKI","10H",2014-07-06,2014,"9",140,9
"2153","BLKI","10H",2014-07-08,2014,"10",139,10
"2154","BLKI","10H",2016-06-19,2016,"1",172,1
"2155","BLKI","10H",2016-06-22,2016,"2",94,2
"2156","BLKI","10H",2016-06-23,2016,"3",124,3
"2157","BLKI","10H",2016-06-25,2016,"4",47,4
"2158","BLKI","10H",2016-06-27,2016,"5",26,5
"2159","BLKI","10H",2016-06-29,2016,"6",4,6
"2160","BLKI","10H",2016-07-01,2016,"7",86,7
"2161","BLKI","10H",2016-07-03,2016,"8",15,8
"2162","BLKI","10H",2017-06-17,2017,"1",80,1
"2163","BLKI","10H",2017-06-19,2017,"2",57,2
"2164","BLKI","10H",2017-06-21,2017,"3",47,3
"2165","BLKI","10H",2017-06-23,2017,"4",44,4
"2166","BLKI","10H",2017-06-25,2017,"5",38,5
"2167","BLKI","10H",2017-06-28,2017,"6",15,6
"2168","BLKI","10H",2017-06-30,2017,"7",8,7
"2169","BLKI","10H",2017-07-02,2017,"8",64,8
"2170","BLKI","10H",2017-07-04,2017,"9",0,9
"2171","BLKI","10H",2017-07-06,2017,"10",0,10
"2172","BLKI","10I",1990-06-21,1990,"1",102,1
"2173","BLKI","10I",1990-06-24,1990,"2",119,2
"2174","BLKI","10I",1990-06-27,1990,"3",86,3
"2175","BLKI","10I",1990-06-29,1990,"4",88,4
"2176","BLKI","10I",1990-07-01,1990,"5",110,5
"2177","BLKI","10I",1990-07-06,1990,"6",111,6
"2178","BLKI","10I",1990-07-09,1990,"7",100,7
"2179","BLKI","10I",1990-07-11,1990,"8",124,8
"2180","BLKI","10I",1990-07-14,1990,"9",109,9
"2181","BLKI","10I",1990-07-16,1990,"10",120,10
"2182","BLKI","10I",1991-06-06,1991,"1",178,1
"2183","BLKI","10I",1991-06-09,1991,"2",120,2
"2184","BLKI","10I",1991-06-12,1991,"3",120,3
"2185","BLKI","10I",1991-06-14,1991,"4",135,4
"2186","BLKI","10I",1991-06-18,1991,"5",119,5
"2187","BLKI","10I",1991-06-20,1991,"6",109,6
"2188","BLKI","10I",1991-06-22,1991,"7",109,7
"2189","BLKI","10I",1991-07-04,1991,"8",99,8
"2190","BLKI","10I",1991-07-11,1991,"9",110,9
"2191","BLKI","10I",1992-06-08,1992,"1",123,1
"2192","BLKI","10I",1992-06-13,1992,"2",150,2
"2193","BLKI","10I",1992-06-15,1992,"3",149,3
"2194","BLKI","10I",1992-06-20,1992,"4",144,4
"2195","BLKI","10I",1992-06-21,1992,"5",129,5
"2196","BLKI","10I",1992-06-23,1992,"6",122,6
"2197","BLKI","10I",1992-07-01,1992,"7",111,7
"2198","BLKI","10I",1992-07-07,1992,"8",116,8
"2199","BLKI","10I",1992-07-08,1992,"9",133,9
"2200","BLKI","10I",1992-07-15,1992,"10",139,10
"2201","BLKI","10I",1993-06-01,1993,"1",157,1
"2202","BLKI","10I",1993-06-10,1993,"2",146,2
"2203","BLKI","10I",1993-06-16,1993,"3",125,3
"2204","BLKI","10I",1993-06-20,1993,"4",124,4
"2205","BLKI","10I",1993-06-22,1993,"5",119,5
"2206","BLKI","10I",1993-06-24,1993,"6",121,6
"2207","BLKI","10I",1993-06-30,1993,"7",112,7
"2208","BLKI","10I",1993-07-07,1993,"8",86,8
"2209","BLKI","10I",1994-06-05,1994,"1",128,1
"2210","BLKI","10I",1994-06-07,1994,"2",128,2
"2211","BLKI","10I",1994-06-09,1994,"3",176,3
"2212","BLKI","10I",1994-06-11,1994,"4",170,4
"2213","BLKI","10I",1994-06-16,1994,"5",123,5
"2214","BLKI","10I",1994-06-20,1994,"6",91,6
"2215","BLKI","10I",1994-06-22,1994,"7",107,7
"2216","BLKI","10I",1994-06-26,1994,"8",115,8
"2217","BLKI","10I",1994-06-28,1994,"9",78,9
"2218","BLKI","10I",1994-06-28,1994,"10",80,10
"2219","BLKI","10I",1995-06-06,1995,"1",90,1
"2220","BLKI","10I",1995-06-08,1995,"2",106,2
"2221","BLKI","10I",1995-06-12,1995,"3",123,3
"2222","BLKI","10I",1995-06-16,1995,"4",117,4
"2223","BLKI","10I",1995-06-18,1995,"5",97,5
"2224","BLKI","10I",1995-06-20,1995,"6",99,6
"2225","BLKI","10I",1995-06-22,1995,"7",100,7
"2226","BLKI","10I",1995-06-24,1995,"8",129,8
"2227","BLKI","10I",1995-06-26,1995,"9",138,9
"2228","BLKI","10I",1996-06-05,1996,"1",78,1
"2229","BLKI","10I",1996-06-11,1996,"2",69,2
"2230","BLKI","10I",1996-06-13,1996,"3",87,3
"2231","BLKI","10I",1996-06-14,1996,"4",99,4
"2232","BLKI","10I",1996-06-21,1996,"5",113,5
"2233","BLKI","10I",1996-06-22,1996,"6",112,6
"2234","BLKI","10I",1996-06-24,1996,"7",95,7
"2235","BLKI","10I",1996-06-26,1996,"8",74,8
"2236","BLKI","10I",1996-06-28,1996,"9",95,9
"2237","BLKI","10I",1996-06-30,1996,"10",109,10
"2238","BLKI","10I",1997-06-09,1997,"1",115,1
"2239","BLKI","10I",1997-06-10,1997,"2",123,2
"2240","BLKI","10I",1997-06-11,1997,"3",112,3
"2241","BLKI","10I",1997-06-12,1997,"4",106,4
"2242","BLKI","10I",1997-06-13,1997,"5",102,5
"2243","BLKI","10I",1997-06-15,1997,"6",105,6
"2244","BLKI","10I",1997-06-16,1997,"7",106,7
"2245","BLKI","10I",1997-06-17,1997,"8",123,8
"2246","BLKI","10I",1997-06-18,1997,"9",114,9
"2247","BLKI","10I",1997-06-20,1997,"10",101,10
"2248","BLKI","10I",1998-06-12,1998,"1",100,1
"2249","BLKI","10I",1998-06-13,1998,"2",68,2
"2250","BLKI","10I",1998-06-14,1998,"3",47,3
"2251","BLKI","10I",1998-06-16,1998,"4",90,4
"2252","BLKI","10I",1998-06-21,1998,"5",114,5
"2253","BLKI","10I",1998-06-22,1998,"6",81,6
"2254","BLKI","10I",1998-06-24,1998,"7",106,7
"2255","BLKI","10I",1998-06-25,1998,"8",95,8
"2256","BLKI","10I",1998-06-30,1998,"9",50,9
"2257","BLKI","10I",1998-07-03,1998,"10",90,10
"2258","BLKI","10I",1998-07-06,1998,"11",90,11
"2259","BLKI","10I",1999-06-26,1999,"1",86,1
"2260","BLKI","10I",1999-06-28,1999,"2",85,2
"2261","BLKI","10I",1999-07-01,1999,"3",84,3
"2262","BLKI","10I",1999-07-03,1999,"4",64,4
"2263","BLKI","10I",1999-07-06,1999,"5",80,5
"2264","BLKI","10I",1999-07-07,1999,"6",58,6
"2265","BLKI","10I",1999-07-10,1999,"7",66,7
"2266","BLKI","10I",1999-07-14,1999,"8",55,8
"2267","BLKI","10I",1999-07-15,1999,"9",64,9
"2268","BLKI","10I",1999-07-17,1999,"10",57,10
"2269","BLKI","10I",2000-06-16,2000,"1",78,1
"2270","BLKI","10I",2000-06-17,2000,"2",80,2
"2271","BLKI","10I",2000-06-19,2000,"3",85,3
"2272","BLKI","10I",2000-06-22,2000,"4",83,4
"2273","BLKI","10I",2000-06-23,2000,"5",93,5
"2274","BLKI","10I",2000-06-26,2000,"6",89,6
"2275","BLKI","10I",2000-06-27,2000,"7",85,7
"2276","BLKI","10I",2000-06-29,2000,"8",90,8
"2277","BLKI","10I",2000-07-01,2000,"9",82,9
"2278","BLKI","10I",2000-07-02,2000,"10",91,10
"2279","BLKI","10I",2000-07-05,2000,"11",87,11
"2280","BLKI","10I",2000-07-10,2000,"12",86,12
"2281","BLKI","10I",2001-06-12,2001,"1",98,1
"2282","BLKI","10I",2001-06-14,2001,"2",90,2
"2283","BLKI","10I",2001-06-15,2001,"3",89,3
"2284","BLKI","10I",2001-06-17,2001,"4",88,4
"2285","BLKI","10I",2001-06-18,2001,"4",86,5
"2286","BLKI","10I",2001-06-20,2001,"5",82,6
"2287","BLKI","10I",2001-06-25,2001,"5",61,7
"2288","BLKI","10I",2001-06-28,2001,"6",60,8
"2289","BLKI","10I",2001-06-30,2001,"7",69,9
"2290","BLKI","10I",2001-07-02,2001,"8",58,10
"2291","BLKI","10I",2001-07-04,2001,"9",0,11
"2292","BLKI","10I",2001-07-05,2001,"10",1,12
"2293","BLKI","10I",2002-06-14,2002,"1",83,1
"2294","BLKI","10I",2002-06-15,2002,"2",86,2
"2295","BLKI","10I",2002-06-18,2002,"3",85,3
"2296","BLKI","10I",2002-06-19,2002,"4",85,4
"2297","BLKI","10I",2002-06-21,2002,"5",89,5
"2298","BLKI","10I",2002-06-22,2002,"6",92,6
"2299","BLKI","10I",2002-06-24,2002,"7",80,7
"2300","BLKI","10I",2002-06-25,2002,"8",82,8
"2301","BLKI","10I",2002-06-27,2002,"9",83,9
"2302","BLKI","10I",2002-06-28,2002,"10",76,10
"2303","BLKI","10I",2003-06-13,2003,"1",56,1
"2304","BLKI","10I",2003-06-15,2003,"2",71,2
"2305","BLKI","10I",2003-06-17,2003,"3",68,3
"2306","BLKI","10I",2003-06-19,2003,"4",86,4
"2307","BLKI","10I",2003-06-22,2003,"5",74,5
"2308","BLKI","10I",2003-06-24,2003,"6",79,6
"2309","BLKI","10I",2003-06-26,2003,"7",74,7
"2310","BLKI","10I",2003-06-29,2003,"8",81,8
"2311","BLKI","10I",2003-07-03,2003,"9",80,9
"2312","BLKI","10I",2003-07-05,2003,"10",85,10
"2313","BLKI","10I",2003-07-07,2003,"11",72,11
"2314","BLKI","10I",2003-07-10,2003,"12",74,12
"2315","BLKI","10I",2004-06-13,2004,"1",68,1
"2316","BLKI","10I",2004-06-15,2004,"2",85,2
"2317","BLKI","10I",2004-06-17,2004,"3",76,3
"2318","BLKI","10I",2004-06-19,2004,"4",77,4
"2319","BLKI","10I",2004-06-23,2004,"5",87,5
"2320","BLKI","10I",2004-06-25,2004,"6",80,6
"2321","BLKI","10I",2004-06-27,2004,"7",67,7
"2322","BLKI","10I",2004-06-29,2004,"8",78,8
"2323","BLKI","10I",2004-07-01,2004,"9",77,9
"2324","BLKI","10I",2004-07-03,2004,"10",75,10
"2325","BLKI","10I",2004-07-06,2004,"11",65,11
"2326","BLKI","10I",2004-07-08,2004,"12",84,12
"2327","BLKI","10I",2005-06-11,2005,"1",62,1
"2328","BLKI","10I",2005-06-14,2005,"2",54,2
"2329","BLKI","10I",2005-06-16,2005,"3",68,3
"2330","BLKI","10I",2005-06-18,2005,"4",61,4
"2331","BLKI","10I",2005-06-20,2005,"5",80,5
"2332","BLKI","10I",2005-06-23,2005,"6",72,6
"2333","BLKI","10I",2005-06-25,2005,"7",75,7
"2334","BLKI","10I",2005-06-27,2005,"8",94,8
"2335","BLKI","10I",2005-06-29,2005,"9",98,9
"2336","BLKI","10I",2005-07-01,2005,"10",82,10
"2337","BLKI","10I",2005-07-03,2005,"11",94,11
"2338","BLKI","10I",2006-06-14,2006,"1",20,1
"2339","BLKI","10I",2006-06-16,2006,"2",24,2
"2340","BLKI","10I",2006-06-18,2006,"3",41,3
"2341","BLKI","10I",2006-06-22,2006,"4",32,4
"2342","BLKI","10I",2006-06-24,2006,"5",67,5
"2343","BLKI","10I",2006-06-26,2006,"6",50,6
"2344","BLKI","10I",2006-06-28,2006,"7",38,7
"2345","BLKI","10I",2006-06-30,2006,"8",26,8
"2346","BLKI","10I",2006-07-02,2006,"9",26,9
"2347","BLKI","10I",2006-07-04,2006,"10",37,10
"2348","BLKI","10I",2007-06-08,2007,"1",70,1
"2349","BLKI","10I",2007-06-10,2007,"2",90,2
"2350","BLKI","10I",2007-06-12,2007,"3",100,3
"2351","BLKI","10I",2007-06-14,2007,"4",97,4
"2352","BLKI","10I",2007-06-16,2007,"5",104,5
"2353","BLKI","10I",2007-06-18,2007,"6",96,6
"2354","BLKI","10I",2007-06-20,2007,"7",54,7
"2355","BLKI","10I",2007-06-24,2007,"8",86,8
"2356","BLKI","10I",2007-06-26,2007,"9",81,9
"2357","BLKI","10I",2007-06-28,2007,"10",102,10
"2358","BLKI","10I",2008-06-05,2008,"1",99,1
"2359","BLKI","10I",2008-06-07,2008,"2",78,2
"2360","BLKI","10I",2008-06-09,2008,"3",68,3
"2361","BLKI","10I",2008-06-11,2008,"4",90,4
"2362","BLKI","10I",2008-06-14,2008,"5",82,5
"2363","BLKI","10I",2008-06-16,2008,"6",85,6
"2364","BLKI","10I",2008-06-21,2008,"7",91,7
"2365","BLKI","10I",2008-06-23,2008,"8",82,8
"2366","BLKI","10I",2008-06-25,2008,"9",91,9
"2367","BLKI","10I",2008-06-29,2008,"10",81,10
"2368","BLKI","10I",2009-06-23,2009,"1",82,1
"2369","BLKI","10I",2009-06-24,2009,"2",79,2
"2370","BLKI","10I",2009-06-25,2009,"3",79,3
"2371","BLKI","10I",2009-06-27,2009,"4",74,4
"2372","BLKI","10I",2009-06-29,2009,"5",68,5
"2373","BLKI","10I",2009-06-30,2009,"6",83,6
"2374","BLKI","10I",2009-07-01,2009,"7",65,7
"2375","BLKI","10I",2009-07-02,2009,"8",88,8
"2376","BLKI","10I",2009-07-04,2009,"9",71,9
"2377","BLKI","10I",2009-07-05,2009,"10",67,10
"2378","BLKI","10I",2009-07-06,2009,"11",70,11
"2379","BLKI","10I",2010-06-20,2010,"1",81,1
"2380","BLKI","10I",2010-06-22,2010,"2",92,2
"2381","BLKI","10I",2010-06-24,2010,"3",79,3
"2382","BLKI","10I",2010-06-26,2010,"4",81,4
"2383","BLKI","10I",2010-06-28,2010,"5",81,5
"2384","BLKI","10I",2010-06-29,2010,"6",78,6
"2385","BLKI","10I",2010-07-03,2010,"7",80,7
"2386","BLKI","10I",2010-07-05,2010,"8",71,8
"2387","BLKI","10I",2010-07-06,2010,"9",75,9
"2388","BLKI","10I",2010-07-07,2010,"10",83,10
"2389","BLKI","10I",2011-06-16,2011,"1",84,1
"2390","BLKI","10I",2011-06-17,2011,"2",79,2
"2391","BLKI","10I",2011-06-20,2011,"3",88,3
"2392","BLKI","10I",2011-06-21,2011,"4",90,4
"2393","BLKI","10I",2011-06-22,2011,"5",90,5
"2394","BLKI","10I",2011-06-23,2011,"6",96,6
"2395","BLKI","10I",2011-06-27,2011,"7",79,7
"2396","BLKI","10I",2011-06-28,2011,"8",70,8
"2397","BLKI","10I",2011-06-30,2011,"9",79,9
"2398","BLKI","10I",2011-07-01,2011,"10",71,10
"2399","BLKI","10I",2011-07-05,2011,"11",72,11
"2400","BLKI","10I",2012-06-20,2012,"1",76,1
"2401","BLKI","10I",2012-06-21,2012,"2",95,2
"2402","BLKI","10I",2012-06-22,2012,"3",115,3
"2403","BLKI","10I",2012-06-24,2012,"4",78,4
"2404","BLKI","10I",2012-06-25,2012,"5",88,5
"2405","BLKI","10I",2012-06-26,2012,"6",99,6
"2406","BLKI","10I",2012-06-28,2012,"7",94,7
"2407","BLKI","10I",2012-06-28,2012,"8",91,8
"2408","BLKI","10I",2012-07-01,2012,"9",84,9
"2409","BLKI","10I",2013-06-17,2013,"1",82,1
"2410","BLKI","10I",2013-06-19,2013,"2",80,2
"2411","BLKI","10I",2013-06-21,2013,"3",82,3
"2412","BLKI","10I",2013-06-24,2013,"4",84,4
"2413","BLKI","10I",2013-06-27,2013,"5",83,5
"2414","BLKI","10I",2013-06-29,2013,"6",80,6
"2415","BLKI","10I",2013-07-01,2013,"7",78,7
"2416","BLKI","10I",2013-07-03,2013,"8",81,8
"2417","BLKI","10I",2013-07-05,2013,"9",75,9
"2418","BLKI","10I",2013-07-07,2013,"10",72,10
"2419","BLKI","10I",2014-06-23,2014,"1",81,1
"2420","BLKI","10I",2014-06-24,2014,"2",83,2
"2421","BLKI","10I",2014-06-26,2014,"3",85,3
"2422","BLKI","10I",2014-06-28,2014,"4",81,4
"2423","BLKI","10I",2014-06-30,2014,"5",76,5
"2424","BLKI","10I",2014-07-02,2014,"6",96,6
"2425","BLKI","10I",2014-07-04,2014,"7",76,7
"2426","BLKI","10I",2014-07-05,2014,"8",86,8
"2427","BLKI","10I",2014-07-06,2014,"9",82,9
"2428","BLKI","10I",2014-07-08,2014,"10",69,10
"2429","BLKI","10I",2016-06-19,2016,"1",76,1
"2430","BLKI","10I",2016-06-22,2016,"2",22,2
"2431","BLKI","10I",2016-06-23,2016,"3",50,3
"2432","BLKI","10I",2016-06-25,2016,"4",5,4
"2433","BLKI","10I",2016-06-27,2016,"5",5,5
"2434","BLKI","10I",2016-06-29,2016,"6",1,6
"2435","BLKI","10I",2016-07-01,2016,"7",46,7
"2436","BLKI","10I",2016-07-03,2016,"8",22,8
"2437","BLKI","10I",2017-06-17,2017,"1",39,1
"2438","BLKI","10I",2017-06-19,2017,"2",22,2
"2439","BLKI","10I",2017-06-21,2017,"3",8,3
"2440","BLKI","10I",2017-06-23,2017,"4",7,4
"2441","BLKI","10I",2017-06-25,2017,"5",13,5
"2442","BLKI","10I",2017-06-28,2017,"6",2,6
"2443","BLKI","10I",2017-06-30,2017,"7",1,7
"2444","BLKI","10I",2017-07-02,2017,"8",17,8
"2445","BLKI","10I",2017-07-04,2017,"9",0,9
"2446","BLKI","10I",2017-07-06,2017,"10",0,10
"2447","BLKI","11",1990-06-21,1990,"1",58,1
"2448","BLKI","11",1990-06-24,1990,"2",57,2
"2449","BLKI","11",1990-06-27,1990,"3",66,3
"2450","BLKI","11",1990-06-29,1990,"4",52,4
"2451","BLKI","11",1990-07-01,1990,"5",68,5
"2452","BLKI","11",1990-07-06,1990,"6",56,6
"2453","BLKI","11",1990-07-09,1990,"7",52,7
"2454","BLKI","11",1990-07-11,1990,"8",57,8
"2455","BLKI","11",1990-07-14,1990,"9",51,9
"2456","BLKI","11",1990-07-16,1990,"10",63,10
"2457","BLKI","11",1991-06-06,1991,"1",75,1
"2458","BLKI","11",1991-06-09,1991,"2",67,2
"2459","BLKI","11",1991-06-12,1991,"3",84,3
"2460","BLKI","11",1991-06-14,1991,"4",55,4
"2461","BLKI","11",1991-06-18,1991,"5",66,5
"2462","BLKI","11",1991-06-20,1991,"6",52,6
"2463","BLKI","11",1991-06-22,1991,"7",53,7
"2464","BLKI","11",1991-07-04,1991,"8",47,8
"2465","BLKI","11",1991-07-11,1991,"9",57,9
"2466","BLKI","11",1992-06-08,1992,"1",63,1
"2467","BLKI","11",1992-06-13,1992,"2",62,2
"2468","BLKI","11",1992-06-15,1992,"3",61,3
"2469","BLKI","11",1992-06-20,1992,"4",56,4
"2470","BLKI","11",1992-06-21,1992,"5",60,5
"2471","BLKI","11",1992-06-23,1992,"6",56,6
"2472","BLKI","11",1992-07-01,1992,"7",54,7
"2473","BLKI","11",1992-07-07,1992,"8",61,8
"2474","BLKI","11",1992-07-08,1992,"9",58,9
"2475","BLKI","11",1992-07-15,1992,"10",66,10
"2476","BLKI","11",1993-06-01,1993,"1",76,1
"2477","BLKI","11",1993-06-10,1993,"2",78,2
"2478","BLKI","11",1993-06-16,1993,"3",74,3
"2479","BLKI","11",1993-06-20,1993,"4",61,4
"2480","BLKI","11",1993-06-22,1993,"5",63,5
"2481","BLKI","11",1993-06-24,1993,"6",69,6
"2482","BLKI","11",1993-06-30,1993,"7",53,7
"2483","BLKI","11",1993-07-07,1993,"8",38,8
"2484","BLKI","11",1994-06-05,1994,"1",53,1
"2485","BLKI","11",1994-06-07,1994,"2",72,2
"2486","BLKI","11",1994-06-09,1994,"3",56,3
"2487","BLKI","11",1994-06-11,1994,"4",69,4
"2488","BLKI","11",1994-06-16,1994,"5",56,5
"2489","BLKI","11",1994-06-20,1994,"6",65,6
"2490","BLKI","11",1994-06-22,1994,"7",54,7
"2491","BLKI","11",1994-06-26,1994,"8",64,8
"2492","BLKI","11",1994-06-28,1994,"9",53,9
"2493","BLKI","11",1994-06-28,1994,"10",49,10
"2494","BLKI","11",1995-06-06,1995,"1",55,1
"2495","BLKI","11",1995-06-08,1995,"2",57,2
"2496","BLKI","11",1995-06-12,1995,"3",80,3
"2497","BLKI","11",1995-06-16,1995,"4",55,4
"2498","BLKI","11",1995-06-18,1995,"5",45,5
"2499","BLKI","11",1995-06-20,1995,"6",48,6
"2500","BLKI","11",1995-06-22,1995,"7",50,7
"2501","BLKI","11",1995-06-24,1995,"8",66,8
"2502","BLKI","11",1995-06-26,1995,"9",54,9
"2503","BLKI","11",1996-06-05,1996,"1",44,1
"2504","BLKI","11",1996-06-11,1996,"2",19,2
"2505","BLKI","11",1996-06-13,1996,"3",33,3
"2506","BLKI","11",1996-06-14,1996,"4",42,4
"2507","BLKI","11",1996-06-21,1996,"5",44,5
"2508","BLKI","11",1996-06-22,1996,"6",58,6
"2509","BLKI","11",1996-06-24,1996,"7",31,7
"2510","BLKI","11",1996-06-26,1996,"8",32,8
"2511","BLKI","11",1996-06-28,1996,"9",22,9
"2512","BLKI","11",1996-06-30,1996,"10",30,10
"2513","BLKI","11",1997-06-09,1997,"1",62,1
"2514","BLKI","11",1997-06-10,1997,"2",66,2
"2515","BLKI","11",1997-06-11,1997,"3",58,3
"2516","BLKI","11",1997-06-12,1997,"4",69,4
"2517","BLKI","11",1997-06-13,1997,"5",61,5
"2518","BLKI","11",1997-06-15,1997,"6",63,6
"2519","BLKI","11",1997-06-16,1997,"7",67,7
"2520","BLKI","11",1997-06-17,1997,"8",68,8
"2521","BLKI","11",1997-06-18,1997,"9",69,9
"2522","BLKI","11",1997-06-20,1997,"10",71,10
"2523","BLKI","11",1998-06-12,1998,"1",34,1
"2524","BLKI","11",1998-06-13,1998,"2",38,2
"2525","BLKI","11",1998-06-14,1998,"3",38,3
"2526","BLKI","11",1998-06-16,1998,"4",47,4
"2527","BLKI","11",1998-06-21,1998,"5",64,5
"2528","BLKI","11",1998-06-22,1998,"6",38,6
"2529","BLKI","11",1998-06-24,1998,"7",39,7
"2530","BLKI","11",1998-06-25,1998,"8",30,8
"2531","BLKI","11",1998-06-30,1998,"9",19,9
"2532","BLKI","11",1998-07-03,1998,"10",34,10
"2533","BLKI","11",1998-07-06,1998,"11",35,11
"2534","BLKI","11",1999-06-26,1999,"1",44,1
"2535","BLKI","11",1999-06-28,1999,"2",44,2
"2536","BLKI","11",1999-07-01,1999,"3",38,3
"2537","BLKI","11",1999-07-03,1999,"4",33,4
"2538","BLKI","11",1999-07-06,1999,"5",27,5
"2539","BLKI","11",1999-07-07,1999,"6",12,6
"2540","BLKI","11",1999-07-10,1999,"7",28,7
"2541","BLKI","11",1999-07-14,1999,"8",19,8
"2542","BLKI","11",1999-07-15,1999,"9",38,9
"2543","BLKI","11",1999-07-17,1999,"10",17,10
"2544","BLKI","11",2000-06-16,2000,"1",50,1
"2545","BLKI","11",2000-06-17,2000,"2",49,2
"2546","BLKI","11",2000-06-19,2000,"3",51,3
"2547","BLKI","11",2000-06-22,2000,"4",47,4
"2548","BLKI","11",2000-06-23,2000,"5",50,5
"2549","BLKI","11",2000-06-26,2000,"6",45,6
"2550","BLKI","11",2000-06-27,2000,"7",47,7
"2551","BLKI","11",2000-06-29,2000,"8",48,8
"2552","BLKI","11",2000-07-01,2000,"9",47,9
"2553","BLKI","11",2000-07-02,2000,"10",51,10
"2554","BLKI","11",2000-07-05,2000,"11",50,11
"2555","BLKI","11",2000-07-10,2000,"12",48,12
"2556","BLKI","11",2001-06-12,2001,"1",47,1
"2557","BLKI","11",2001-06-14,2001,"2",49,2
"2558","BLKI","11",2001-06-15,2001,"3",42,3
"2559","BLKI","11",2001-06-17,2001,"4",43,4
"2560","BLKI","11",2001-06-18,2001,"4",42,5
"2561","BLKI","11",2001-06-20,2001,"5",38,6
"2562","BLKI","11",2001-06-25,2001,"5",34,7
"2563","BLKI","11",2001-06-28,2001,"6",30,8
"2564","BLKI","11",2001-06-30,2001,"7",34,9
"2565","BLKI","11",2001-07-02,2001,"8",26,10
"2566","BLKI","11",2001-07-04,2001,"9",0,11
"2567","BLKI","11",2001-07-05,2001,"10",14,12
"2568","BLKI","11",2002-06-14,2002,"1",38,1
"2569","BLKI","11",2002-06-15,2002,"2",37,2
"2570","BLKI","11",2002-06-18,2002,"3",38,3
"2571","BLKI","11",2002-06-19,2002,"4",40,4
"2572","BLKI","11",2002-06-21,2002,"5",41,5
"2573","BLKI","11",2002-06-22,2002,"6",40,6
"2574","BLKI","11",2002-06-24,2002,"7",39,7
"2575","BLKI","11",2002-06-25,2002,"8",40,8
"2576","BLKI","11",2002-06-27,2002,"9",40,9
"2577","BLKI","11",2002-06-28,2002,"10",39,10
"2578","BLKI","11",2003-06-13,2003,"1",39,1
"2579","BLKI","11",2003-06-15,2003,"2",37,2
"2580","BLKI","11",2003-06-17,2003,"3",37,3
"2581","BLKI","11",2003-06-19,2003,"4",39,4
"2582","BLKI","11",2003-06-22,2003,"5",35,5
"2583","BLKI","11",2003-06-24,2003,"6",41,6
"2584","BLKI","11",2003-06-26,2003,"7",37,7
"2585","BLKI","11",2003-06-29,2003,"8",41,8
"2586","BLKI","11",2003-07-03,2003,"9",38,9
"2587","BLKI","11",2003-07-05,2003,"10",43,10
"2588","BLKI","11",2003-07-07,2003,"11",29,11
"2589","BLKI","11",2003-07-10,2003,"12",36,12
"2590","BLKI","11",2004-06-13,2004,"1",45,1
"2591","BLKI","11",2004-06-15,2004,"2",41,2
"2592","BLKI","11",2004-06-17,2004,"3",38,3
"2593","BLKI","11",2004-06-19,2004,"4",38,4
